"","Provider_Name","Address","County","City","Doses_W1","Doses_W2","Doses_W3","Doses_W4","Doses_W5","Doses_W6","Doses_W7","Doses_W8","lon","lat","Sum"
"1673","Oceans Healthcare of Waco","5931 Crosslake Pkwy","MCLENNAN","Waco",NA,NA,NA,NA,100,NA,NA,NA,-97.1643988,31.4873941,100
"1674","Ochiltree General Hospital","3101 Garrett Drive","OCHILTREE","Perryton",NA,NA,NA,NA,200,NA,NA,NA,-100.7987427,36.3700259,200
"1675","Odessa Consultants","420 E 6th St Ste 107","ECTOR","Odessa",NA,500,NA,NA,NA,NA,NA,NA,-102.365393,31.8510865,500
"1676","Odessa Emergency Center, LLC","2731 N Grandview Ave","ECTOR","Odessa",NA,NA,NA,NA,100,NA,NA,NA,-102.348401,31.8772962,100
"1677","Odessa Regional Medical Center","520 E 6th St","ECTOR","Odessa",NA,400,800,300,100,400,NA,NA,-102.3655556,31.8510859,2000
"1678","Olney Hamilton Hospital District","901 W Hamilton St","YOUNG","Olney",NA,NA,NA,NA,100,NA,NA,NA,-98.7642469,33.3691925,100
"1679","Orthopaedic Specialists Of Austin","4611 Guadalupe St","TRAVIS","Austin",NA,NA,NA,100,NA,NA,NA,NA,-97.7308494,30.3133516,100
"1680","Otto Kaiser Memorial Hopsital","3349 South Highway 181","KARNES","Kenedy",NA,NA,NA,NA,100,400,NA,NA,-97.87827,28.8507318,500
"1681","Our Health","200 Evans St","UVALDE","Uvalde",NA,100,NA,NA,NA,NA,NA,NA,-99.7954949,29.204036,100
"1682","OWL DRUG STORE","312 COMMERCIAL","COLEMAN","Coleman",NA,NA,NA,200,NA,NA,NA,NA,-99.423285,31.8284697,200
"1683","Palacios Medical Clinic","307 Green Ave.","MATAGORDA","Palacios",NA,NA,NA,100,NA,NA,NA,NA,-96.2135783,28.7169246,100
"1684","Palestine Regional Medical Center","2900 S Loop 256","ANDERSON","Palestine",NA,300,NA,NA,NA,NA,NA,500,-95.6271991,31.7325094,800
"1685","Palo Pinto County Hospital District","400 Sw 25th Ave","PALO PINTO","Mineral Wells",NA,NA,500,NA,100,NA,NA,300,-98.1454632,32.7990466,900
"1686","Pam Specialthy Hospital Of Texarkana North","2400 St. Michael Drive 2nd Floor","BOWIE","Texarkana",NA,NA,NA,NA,100,NA,NA,NA,-94.070983,33.464425,100
"1687","PAM Specialty Hospital Corpus Christi","345 S Water St.","NUECES","Corpus Christi",NA,NA,NA,100,NA,NA,NA,NA,-97.3952092,27.7893562,100
"1688","PAM Specialty Hospital Corpus Christi North","600 Elizabeth","NUECES","Corpus Christi",NA,NA,100,NA,NA,NA,NA,NA,-97.3948435,27.778251,100
"1689","PAM Specialty Hospital of Luling","200 Memorial Dr","CALDWELL","Luling",NA,NA,NA,NA,200,NA,NA,NA,-97.6550695,29.6740564,200
"1690","Pam Specialty Hospital Of Victoria North","102 Medical Dr.","VICTORIA","Victoria",NA,NA,NA,NA,100,NA,NA,NA,-97.0220391,28.8550166,100
"1691","PAM Specialty Hospital of Victoria South","506 E. San Antonio St.","VICTORIA","Victoria",NA,NA,100,NA,100,NA,NA,NA,-96.9986111,28.8081385,200
"1692","PAM Specialty Hospital of Victoria Southeast","2701 Hospital Drive, 6th Floor","VICTORIA","Victoria",NA,NA,NA,NA,100,NA,NA,NA,-96.9774396,28.8127386,100
"1693","PAMPA REGIONAL MEDICAL CENTER","one medical plaza","GRAY","Pampa",NA,200,NA,NA,NA,NA,NA,NA,-100.9642206,35.5724481,200
"1694","Panhandle Family Care Llc","102 Us Highway 60","CARSON","Panhandle",NA,100,NA,NA,NA,NA,NA,NA,-101.3768392,35.3389739,100
"1695","Paris Regional Medical Center","865 Deshong Dr","LAMAR","Paris",NA,600,NA,NA,200,NA,NA,NA,-95.5477831,33.6877273,800
"1696","Park Cities Surgery Center","6901 Snider Plz","DALLAS","Dallas",NA,200,NA,NA,NA,NA,NA,NA,-96.7883098,32.8496638,200
"1697","Park Manor of Tomball","Park Manor of Tomball","HARRIS","Tomball",NA,NA,NA,100,NA,NA,NA,200,-95.6198151,30.083361,300
"1698","Park Plaza Pediatrics","1213 Hermann Dr Ste 770","HARRIS","Houston",NA,100,NA,100,NA,NA,NA,NA,-95.3884747,29.7230421,200
"1699","Parker County Hospital District","1130 Pecan Dr","PARKER","Weatherford",NA,NA,400,NA,NA,1950,1950,1950,-97.7850128,32.7459072,6250
"1700","Parkland Employee Physicians Office","7920 Elmbrook Dr Ste 120","DALLAS","Dallas",NA,2500,NA,NA,NA,NA,NA,NA,-96.8624841,32.819308,2500
"1701","Parkland Health And Hospital/Homes","4811 Harry Hines Blvd.","DALLAS","Dallas",NA,NA,NA,NA,NA,100,NA,NA,-96.8343014,32.8085165,100
"1702","Parkland Hospital","5200 Harry Hines Blvd","DALLAS","Dallas",5850,1950,7675,NA,6825,10725,10725,11700,-96.8356763,32.8128222,55450
"1703","Parkland Occupational Health Services","5201 Harry Hines Blvd","DALLAS","Dallas",NA,2500,NA,1000,NA,NA,NA,NA,-96.8376553,32.810536,3500
"1704","Parkview Hospital","901 S Sweetwater St.","WHEELER","Wheeler",NA,100,NA,NA,NA,NA,NA,NA,-100.2703971,35.4392729,100
"1705","Parkview Regional Hospital","600 S Bonham St","LIMESTONE","Mexia",NA,NA,NA,100,NA,NA,NA,NA,-96.4798412,31.6738237,100
"1706","Parkview Rural Health Clinic - Wheeler","307 E. 9th Street","WHEELER","Wheeler",NA,NA,NA,NA,100,NA,NA,300,-100.270143,35.44001,400
"1707","Passport Health","5608 Malvey Ave","TARRANT","Fort Worth",NA,500,NA,NA,NA,NA,NA,NA,-97.4067908,32.7333788,500
"1708","Patient Place - Garland 1","2636 W Walnut St Ste 100","DALLAS","Garland",NA,NA,NA,100,NA,NA,NA,NA,-96.6687398,32.9161198,100
"1709","Patients Medical Center Employee Health","4600 E Sam Houston Pkwy S","HARRIS","Pasadena",NA,900,NA,NA,NA,NA,NA,NA,-95.1622681,29.6411341,900
"1710","Payne Family Pharmacy","200 S Main St","FLOYD","Floydada",NA,NA,NA,100,NA,NA,NA,100,-101.3351728,33.9841507,200
"1711","Pcp Associates Of Pasadena, Pa","5030 Crenshaw Rd","HARRIS","Pasadena",NA,500,NA,NA,NA,NA,NA,NA,-95.1659752,29.6394098,500
"1712","Pearland Family Health Center-061819","2552 Broadway St # 102","BRAZORIA","Pearland",NA,NA,NA,100,NA,NA,NA,NA,NA,NA,100
"1713","PECOS COUNTY MEMORIAL HOSPITAL DBA FAMILY CARE CEN","387 W IH 10","PECOS","Fort Stockton",NA,500,NA,NA,NA,NA,NA,NA,-103.3086883,30.9385801,500
"1714","Pecos Valley Rural Health Clinic","2335 S Pigman St","REEVES","Pecos",NA,NA,100,300,NA,975,975,975,-103.5148291,31.4017862,3325
"1715","Pediatric Center Richmond","1300 Main Street","FORT BEND","Richmond",NA,NA,NA,100,NA,NA,NA,NA,-95.76804,29.57719,100
"1716","Pediatric Group Of Central El Paso - 4659 Cohen","4659 Cohen Ave Unit B","EL PASO","El Paso",NA,NA,NA,100,NA,NA,NA,NA,-106.4359402,31.8932364,100
"1717","Pediatric Group Of Central El Paso - Gus Rallis","181 Gus Rallis Dr","EL PASO","El Paso",NA,NA,NA,100,NA,NA,NA,NA,-106.5827386,31.8630254,100
"1718","Pediatric Group Of Central El Paso - Zaragoza","1512 N Zaragoza Rd Ste A1","EL PASO","El Paso",NA,500,NA,NA,NA,NA,NA,NA,-106.2891761,31.7391477,500
"1719","Pediatric Pulmonary Associates of North Texas, P.A","8501 Wade Blvd, Suite 1020","COLLIN","Frisco",NA,100,NA,NA,NA,NA,NA,NA,-96.8093109,33.1286995,100
"1720","People's Community Clinic","2909 N Interstate 35","TRAVIS","Austin",NA,NA,NA,100,NA,NA,NA,NA,-97.7232111,30.2874814,100
"1721","People's Community Clinic - Austin 2","1101 Camino La Costa Ste 100","TRAVIS","Austin",NA,NA,NA,200,NA,NA,NA,NA,-97.6993963,30.32414,200
"1722","PERMIAN REGIONAL MEDICAL CENTER","720 Hospital Dr","ANDREWS","Andrews",NA,400,100,NA,NA,NA,NA,NA,-102.5472807,32.337978,500
"1723","Perrone Pharmacy","3921 Benbrook Highway","TARRANT","Fort Worth",NA,NA,NA,200,NA,NA,NA,NA,-97.4447695,32.7131861,200
"1724","Peterson Regional Medical Center - Kerrville","551 Hill Country Dr","KERR","Kerrville",NA,500,NA,NA,NA,NA,NA,300,-99.1524479,30.043832,800
"1725","PHARR CHILDRENS DAY AND NIGHT CLINIC","807 NORTH CAGE","HIDALGO","Pharr",NA,100,NA,NA,NA,NA,NA,NA,-98.1829864,26.2035624,100
"1726","Port Isabel Health Clinic","202 2nd St","CAMERON","Port Isabel",NA,200,NA,NA,NA,NA,NA,NA,-97.2247325,26.0740953,200
"1727","Port Lavaca Clinic Associates P.A.","1200 N Virginia St","CALHOUN","Port Lavaca",NA,NA,NA,NA,100,NA,NA,NA,-96.6333532,28.6247823,100
"1728","Post Acute Medical Rehabilitaion Hospital of Corp","345 S. Water Street","NUECES","Corpus Christi",NA,NA,NA,100,NA,NA,NA,NA,-97.3952092,27.7893562,100
"1729","Post Acute Medical Spec Hospital San Antonio South","8902 Floyd Curl Drive","BEXAR","San Antonio",NA,NA,300,NA,NA,NA,NA,NA,-98.5899167,29.5267426,300
"1730","Precision Family Medicine","1428 W Hebron Pkwy","DENTON","Carrollton",NA,NA,NA,100,NA,NA,NA,NA,-96.9303481,33.0218012,100
"1731","Premier ER & Urgent Care","900 Austin Ave","MCLENNAN","Waco",NA,100,NA,NA,NA,NA,NA,NA,-97.1353067,31.5532863,100
"1732","Premier ER San Marcos","1509 N Interstate 35","HAYS","San Marcos",NA,100,NA,NA,NA,NA,NA,NA,-97.9132851,29.8939274,100
"1733","Premier ER Temple","7010 West Adams Ave","BELL","Temple",NA,100,NA,NA,NA,NA,NA,NA,-97.416632,31.1182098,100
"1734","Premier ER Waco","221 N Jack Kultgen Expy","MCLENNAN","Waco",NA,100,NA,NA,NA,NA,NA,NA,-97.1155699,31.5698073,100
"1735","Premier Pulmonary Critical Care and Sleep Medicine","5012 S. US HWY 75","GRAYSON","Denison",NA,300,NA,NA,NA,NA,NA,NA,-96.5859531,33.7115026,300
"1736","Presidio County Medical Clinic","1501 N. Erma","PRESIDIO","Presidio",NA,NA,NA,100,NA,NA,NA,200,-104.3673217,29.5756067,300
"1737","Prestige Medical P.A","3945 County Road 58","BRAZORIA","Manvel",NA,NA,NA,100,NA,NA,NA,NA,-95.391841,29.514346,100
"1738","PrimeCare Family Practice","1001 N. Waldrop Dr.","TARRANT","Arlington",NA,NA,NA,100,NA,NA,NA,NA,-97.1169304,32.7487036,100
"1739","Privia Medical Group Gulf Coast","1200 Binz St","HARRIS","Houston",NA,500,NA,NA,NA,NA,NA,NA,-95.3878203,29.723971,500
"1740","Prmc Healthcare Group, Inc - Clarksville","103 N College St","RED RIVER","Clarksville",NA,NA,NA,NA,200,NA,100,NA,-95.0538,33.60984,300
"1741","Project Vida Nafzger Health Clinic","3612 Pera Ave","EL PASO","El Paso",NA,NA,100,NA,NA,100,NA,200,-106.4502956,31.7720428,400
"1742","Promptu Immediate Care- La Palmera","4938 S Staples St","NUECES","Corpus Christi",NA,500,NA,NA,NA,NA,NA,NA,-97.3678873,27.7080859,500
"1743","Promptu Immediate Care - Saratoga","5638 Saratoga Blvd","NUECES","Corpus Christi",NA,NA,NA,100,NA,NA,NA,NA,-97.3809909,27.6850409,100
"1744","ProSalutem","11882 Greenville Avenue","DALLAS","Dallas",NA,NA,NA,100,NA,NA,NA,NA,-96.7454428,32.9104286,100
"1745","Providence Clinic - Londonderry","7003 Woodway Dr","MCLENNAN","Waco",NA,NA,NA,100,NA,NA,NA,NA,-97.1998227,31.5077409,100
"1746","Providence Family Care","21 Alpine St","SAN JACINTO","Coldspring",NA,100,NA,500,NA,NA,NA,NA,-95.1320152,30.5912817,600
"1747","Providence Health - Providence Health Center","6901 Medical Pkwy","MCLENNAN","Waco",NA,NA,900,NA,NA,1950,1950,1950,-97.1985596,31.5135807,6750
"1748","Providence Health - Providence Health Center",NA,"MCLENNAN","Waco",975,NA,NA,NA,NA,NA,NA,NA,-97.1985701,31.5139008,975
"1749","Providence Lakeshore","2100 Lake Shore Dr","MCLENNAN","Waco",NA,100,NA,NA,NA,NA,NA,NA,-97.1863926,31.5911399,100
"1750","Puckett Family Clinic","1301 E Main St","FANNIN","Honey Grove",NA,500,NA,300,NA,NA,NA,200,-95.8974351,33.5845777,1000
"1751","Purple Hearts Primary Care Services, PLLC","688 W. Pioneer Pkwy","DALLAS","Grand Prairie",NA,1800,NA,NA,NA,NA,NA,NA,-97.013431,32.7106808,1800
"1752","Quality Urgent Care","318 W. Loop 1604 N","BEXAR","San Antonio",NA,900,NA,NA,NA,NA,NA,NA,-98.7100519,29.4348146,900
"1753","Quality Urgent Care Of America","19422 Us Highway 281 N Ste 106","BEXAR","San Antonio",NA,1000,NA,NA,NA,NA,NA,NA,-98.4624286,29.622928,1000
"1754","QUC PLEASANTON LLC","2106 W OAKLAWN RD","ATASCOSA","Pleasanton",NA,500,NA,NA,NA,NA,NA,NA,-98.5133844,28.9405024,500
"1755","RAFAEL CANADAS, MD PA","12201 MERIT DR","DALLAS","Dallas",NA,100,NA,NA,NA,NA,NA,NA,-96.7738677,32.9139731,100
"1756","Randalls Pharmacy 1012","5219 Fm 1960 Rd W","HARRIS","Houston",NA,100,NA,NA,NA,NA,NA,NA,-95.5087211,29.9797658,100
"1757","Randalls Pharmacy 1021","3346 Highway 6 South","FORT BEND","Sugar Land",NA,100,NA,NA,NA,NA,NA,NA,-95.6442934,29.7221233,100
"1758","Randalls Pharmacy 1031","2931 Central City Avenue","GALVESTON","Galveston",NA,100,NA,NA,NA,NA,NA,NA,-94.8285669,29.2699294,100
"1759","Randalls Pharmacy 1041","4800 W Bellfort St","HARRIS","Houston",NA,100,NA,NA,NA,NA,NA,NA,-95.458766,29.6727148,100
"1760","Randalls Pharmacy 1061","3131 W Holcombe Blvd","HARRIS","Houston",NA,100,NA,NA,NA,NA,NA,NA,-95.4254575,29.7047527,100
"1761","Randalls Pharmacy 1066","12850 Memorial Drive","HARRIS","Houston",NA,100,NA,NA,NA,NA,NA,NA,-95.5621092,29.7736217,100
"1762","Randalls Pharmacy 1773","2225 Louisiana St","HARRIS","Houston",NA,NA,NA,100,NA,NA,NA,NA,-95.3744077,29.7488736,100
"1763","Randalls Pharmacy 1779","2303 Ranch Road 620","TRAVIS","Austin",NA,NA,NA,100,NA,NA,NA,NA,-97.9671958,30.3411311,100
"1764","Randalls Pharmacy 1850","9911 Brodie Lane","TRAVIS","Austin",NA,NA,NA,100,NA,NA,NA,NA,-97.8477599,30.1838903,100
"1765","Randalls Pharmacy 1858","10228 Broadway","BRAZORIA","Pearland",NA,NA,NA,100,NA,NA,NA,NA,-95.3792326,29.554686,100
"1766","Randalls Pharmacy 1896","1400 Cypress Crk Rd","WILLIAMSON","Cedar Park",NA,NA,NA,100,NA,NA,NA,NA,-97.8295716,30.4828906,100
"1767","Randalls Pharmacy 2051","2951 Marina Bay Drive","GALVESTON","League City",NA,NA,NA,200,NA,NA,NA,NA,-95.0629729,29.5387211,200
"1768","Randalls Pharmacy 2475","5311 Balcones Dr","TRAVIS","Austin",NA,NA,NA,200,NA,NA,NA,NA,-97.7580532,30.3354215,200
"1769","Randalls Pharmacy 2484","5721 Williams Dr","WILLIAMSON","Georgetown",NA,NA,NA,100,NA,NA,NA,NA,-97.7497339,30.7033501,100
"1770","Randalls Pharmacy 2485","2025 W Ben White Blvd","TRAVIS","Austin",NA,NA,NA,100,NA,NA,NA,NA,-97.7900662,30.229539,100
"1771","Randalls Pharmacy 2636","2051 Gattis School Rd","WILLIAMSON","Round Rock",NA,NA,NA,100,NA,NA,NA,NA,-97.6541594,30.4948599,100
"1772","Randalls Pharmacy 2670","1890 Fm 359 Rd","FORT BEND","Richmond",NA,NA,NA,100,NA,NA,NA,NA,-95.7422257,29.622123,100
"1773","Randalls Pharmacy 2671","525 S Fry Rd","HARRIS","Katy",NA,NA,NA,100,NA,NA,NA,NA,-95.7169845,29.7793597,100
"1774","Randalls Pharmacy 2672","18322 Clay Rd","HARRIS","Houston",NA,NA,NA,200,NA,NA,NA,NA,-95.6837631,29.8327097,200
"1775","Randalls Pharmacy 2987","5145 N FM 620 Rd","TRAVIS","Austin",NA,NA,NA,100,NA,NA,NA,NA,-97.8838207,30.3891676,100
"1776","Randalls Pharmacy 3064","5130 Bellaire Blvd","HARRIS","Bellaire",NA,NA,NA,200,NA,NA,NA,NA,-95.4698354,29.7061794,200
"1777","Randalls Pharmacy 3067","5161 San Felipe","HARRIS","Houston",NA,NA,NA,200,NA,NA,NA,NA,-95.4653305,29.7493968,200
"1778","Randalls Pharmacy 3145","3441 N Lakeline Blvd","TRAVIS","Leander",NA,NA,NA,100,NA,NA,NA,NA,-97.8650798,30.5429991,100
"1779","Randalls Pharmacy 4033","5586 Weslayan","HARRIS","Houston",NA,NA,NA,200,NA,NA,NA,NA,-95.4425939,29.721657,200
"1780","Rawls Rx, LLC","1112 E. Griffin Pkwy","HIDALGO","Mission",NA,NA,NA,100,NA,NA,NA,NA,-98.3079975,26.2270694,100
"1781","Reagan Memorial Hospital","1300 N. Main Street","REAGAN","Big Lake",NA,NA,100,NA,NA,NA,NA,NA,-101.4615273,31.2014007,100
"1782","Refugee Services - Austin 1","1000 Toyath St","TRAVIS","Austin",NA,NA,NA,100,NA,NA,NA,NA,-97.7636353,30.2811171,100
"1783","Refugio County Memorial Hospital District","107 Swift St","REFUGIO","Refugio",NA,300,NA,NA,NA,NA,NA,NA,-97.2798699,28.3066874,300
"1784","Regional Dialysis Center of Mesquite","1650 Republic Pkwy","DALLAS","Mesquite",NA,NA,NA,100,NA,NA,NA,NA,-96.6240661,32.8281994,100
"1785","Resolute Health Hospital","555 Creekside Crossing","COMAL","New Braunfels",NA,NA,NA,200,NA,NA,NA,300,-98.0695914,29.7206131,500
"1786","Resourcecare Clinic Clyde","1712 N Access Rd","CALLAHAN","Clyde",NA,NA,NA,100,NA,NA,NA,NA,-99.5144261,32.4159554,100
"1787","Resourcecare Cross Plains","301 S Main St","CALLAHAN","Cross Plains",NA,NA,NA,NA,NA,100,NA,NA,-99.1650301,32.1230777,100
"1788","Resourcecare Merkel","217 Edwards","TAYLOR","Merkel",NA,NA,NA,NA,NA,100,NA,NA,-100.0114866,32.4722881,100
"1789","Rettig Family Health","204 W Trinity St","LIMESTONE","Groesbeck",NA,100,NA,NA,NA,NA,NA,NA,-96.5334359,31.5240132,100
"1790","Rhome Pharmacy","400 S Main St","WISE","Rhome",NA,NA,NA,100,NA,NA,NA,NA,-97.4717138,33.0500559,100
"1791","Riceland Medical Center","538 Broadway Ste 1","CHAMBERS","Winnie",NA,500,NA,500,NA,NA,NA,NA,-94.3766286,29.81972,1000
"1792","Richardson Fire Department","300 N. Greenville Ave.","DALLAS","Richardson",NA,NA,NA,200,NA,NA,NA,NA,-96.7282426,32.9503962,200
"1793","Ridge Road Medical Center","2306 Ridge Rd","ROCKWALL","Rockwall",NA,NA,NA,100,NA,NA,NA,NA,-96.4654751,32.9029197,100
"1794","Rio Grande Regional Hospital",NA,"HIDALGO","McAllen",975,NA,NA,NA,NA,NA,NA,NA,-98.2209321,26.1866254,975
"1795","Rio Grande State Center","1401 S Rangerville Rd","CAMERON","Harlingen",NA,600,NA,100,NA,NA,NA,NA,-97.7071966,26.1609648,700
"1796","Roberto Ramirez Md","3349 S Highway 181","KARNES","Kenedy",NA,NA,NA,100,NA,NA,NA,NA,-97.87827,28.8507318,100
"1797","Rolling Plains Memorial Hosp Rural Hlth","201 E Arizona Ave","NOLAN","Sweetwater",NA,NA,NA,NA,200,NA,NA,NA,-100.3981782,32.4547484,200
"1798","Roma Family Health Clinic - Roma 1","640 E Bravo Blvd # 110397","STARR","Roma",NA,100,NA,NA,NA,NA,NA,200,NA,NA,300
"1799","Ronaldo Factoriza Md","680 Paredes Line Rd","CAMERON","Brownsville",NA,300,NA,NA,NA,NA,NA,NA,-97.4879699,25.9321593,300
"1800","Round Rock Family Emergency Center","1925 A.W Grimes Blvd","WILLIAMSON","Round Rock",NA,NA,NA,100,NA,NA,NA,NA,-97.6552984,30.4931381,100
"1801","Round Rock Medical Center","2400 Round Rock Ave","WILLIAMSON","Round Rock",NA,NA,NA,975,NA,NA,NA,NA,-97.7143455,30.5111373,975
"1802","Round Rock Medical Center",NA,"WILLIAMSON","Round Rock",975,NA,NA,NA,NA,NA,NA,NA,-97.7140136,30.5104904,975
"1803","Royal Health Clinic","31315 Fm 2920 Rd Ste 3","HARRIS","Waller",NA,NA,NA,100,NA,NA,NA,NA,-95.9142267,30.0561423,100
"1804","Rusk State Hospital","805 North Dickinson Dr","CHEROKEE","Rusk",NA,500,400,NA,NA,NA,NA,NA,-95.157752,31.8071923,900
"1805","S Texas Cancer Ctr Brownsville","2150 N Expressway 83","CAMERON","Brownsville",NA,NA,NA,100,NA,NA,NA,NA,-97.5039866,25.946478,100
"1806","S Texas Cancer Ctr Harlingen","2121 Pease St Ste","CAMERON","Harlingen",NA,NA,NA,100,NA,NA,NA,NA,-97.6701251,26.1747952,100
"1807","S V LLC","967 Keller Pkwy","TARRANT","Keller",NA,NA,NA,100,NA,NA,NA,NA,-97.2311983,32.9348664,100
"1808","Sabine County Hospital","2301 Worth St","SABINE","Hemphill",NA,NA,100,NA,100,NA,NA,NA,-93.8630905,31.3337184,200
"1809","Saenz Medical Center","1000 E. Exp 83","HIDALGO","La Joya",NA,500,NA,NA,NA,NA,NA,NA,-98.4601606,26.243962,500
"1810","SAFD Office of Medical Director","4522 Fredricksburg Rd","BEXAR","San Antonio",NA,1600,NA,NA,NA,NA,NA,NA,-98.5508149,29.4927082,1600
"1811","Sage Medicine, Pa","4315 Moonlight Way","BEXAR","San Antonio",NA,NA,NA,100,NA,NA,NA,NA,-98.568625,29.5552761,100
"1812","Salinas Pharmacy","1022 South F St.","CAMERON","Harlingen",NA,NA,NA,100,NA,NA,NA,NA,-97.7025957,26.1826207,100
"1813","Salinas Pharmacy Inc","500 N Sam Houston Blvd","CAMERON","San Benito",NA,NA,NA,100,NA,NA,NA,NA,-97.6285581,26.1348495,100
"1814","Salma Mazhar MD PA","1210 N. Galloway Ave","DALLAS","Mesquite",NA,300,NA,NA,NA,NA,NA,NA,-96.5999258,32.7799513,300
"1815","Samhd Iz Outreach","210 N Mel Waiters Way","BEXAR","San Antonio",NA,NA,100,NA,NA,NA,NA,NA,-98.446994,29.4207449,100
"1816","Samhd Main Immunizations Clinic","210 N Mel Waiters Way","BEXAR","San Antonio",NA,1100,NA,NA,NA,9000,9000,10000,-98.446994,29.4207449,29100
"1817","Samuel Gan MD","6918 Corporate Dr Ste A10","HARRIS","Houston",NA,NA,NA,100,NA,NA,NA,NA,-95.5521799,29.703447,100
"1818","San Angelo Health Department","2030 Pulliam St Ste 8","TOM GREEN","San Angelo",NA,NA,NA,300,NA,NA,NA,NA,-100.4009428,31.4719181,300
"1819","San Angelo State Supported Living Center","11640 Us Highway 87 N","TOM GREEN","Carlsbad",NA,NA,300,NA,NA,NA,NA,300,-100.650537,31.610177,600
"1820","San Antonio Arthritis Care Centers Pharm","8527 Village Drive","BEXAR","San Antonio",NA,300,NA,NA,NA,NA,NA,NA,-98.428061,29.5172486,300
"1821","San Antonio Metro Health District","210 N Mel Waiters Way","BEXAR","San Antonio",NA,NA,NA,NA,9000,NA,NA,NA,-98.446994,29.4207449,9000
"1822","San Antonio State Hospital","6711 S New Braunfels Ave","BEXAR","San Antonio",NA,NA,200,NA,NA,NA,NA,NA,-98.4487541,29.358118,200
"1823","San Antonio State Hospital",NA,"BEXAR","San Antonio",975,NA,NA,NA,NA,NA,NA,NA,-98.4493751,29.3578774,975
"1824","SAN DIEGO PHARMACY","500 S Dr EE Dunlap st","DUVAL","San Diego",NA,100,NA,NA,NA,NA,NA,NA,-98.242085,27.7554607,100
"1825","San Marcos Family Medicine","2406 Hunter Rd","HAYS","San Marcos",NA,500,NA,NA,NA,NA,NA,NA,-97.9677579,29.8599322,500
"1826","Sanchez Mario A Do","106 N Main","CAMERON","La Feria",NA,NA,NA,NA,100,NA,NA,NA,-97.8237187,26.1581202,100
"1827","Sandknop Health Group","1005 W. Ralph Hall Pkwy","ROCKWALL","Rockwall",NA,500,NA,NA,NA,NA,NA,NA,-96.4695761,32.8868989,500
"1828","SandsRx, LLC","4 Regency Dr","COLLIN","Wylie",NA,300,NA,NA,NA,NA,NA,NA,-96.5851164,33.0097782,300
"1829","Sanlucas Family Health Clinic","1720 Pecan Blvd","HIDALGO","McAllen",NA,500,NA,NA,NA,NA,NA,NA,-98.2357606,26.2194437,500
"1830","SARS CoV2 Immunization Team","15 Waller St Fl 3","TRAVIS","Austin",NA,NA,300,NA,NA,NA,NA,NA,-97.7338621,30.2531196,300
"1831","Savon 1006","5200 MONTANA AVE","EL PASO","El Paso",NA,NA,NA,200,NA,NA,NA,NA,-106.4264164,31.782424,200
"1832","Savon 1936","3100 MESA ST","EL PASO","El Paso",NA,NA,NA,200,NA,NA,NA,NA,-106.5040913,31.7804537,200
"1833","Savon 2016","11320 MONTWOOD DR","EL PASO","El Paso",NA,NA,NA,100,NA,NA,NA,NA,-106.30205,31.7672583,100
"1834","Savon 2994","5630 NORTH DESERT BLVD.","EL PASO","El Paso",NA,NA,NA,200,NA,NA,NA,NA,-106.5748486,31.8644686,200
"1835","Savon 3932","7022 N. MESA ST","EL PASO","El Paso",NA,NA,NA,200,NA,NA,NA,NA,-106.5516859,31.8371869,200
"1836","Savon 4142","301 Sw Plaza Shopping Ctr.","TARRANT","Arlington",NA,NA,NA,200,NA,NA,NA,NA,-97.1999184,32.6768894,200
"1837","Savon 4163","5950 South Cooper St","TARRANT","Arlington",NA,NA,NA,200,NA,NA,NA,NA,-97.137159,32.6493218,200
"1838","Savon 4265","5710 Broadway Blvd","DALLAS","Garland",NA,NA,NA,100,NA,NA,NA,NA,-96.5938556,32.8461134,100
"1839","Savon 4272","850 E Loop 820","TARRANT","Fort Worth",NA,NA,NA,200,NA,NA,NA,NA,-97.2152349,32.7672814,200
"1840","Savon 4279","833 N E Alsbury Blvd","TARRANT","Burleson",NA,200,NA,NA,NA,NA,NA,NA,-97.3221632,32.5650416,200
