Provider_Name,Address,County,City,Doses_W1,Doses_W2,Doses_W3,Doses_W4,Doses_W5,Doses_W6,Sum,lon,lat
Market Street Pharmacy #696,3145 E Broad Street,TARRANT,Mansfield,NA,100,NA,NA,NA,NA,100,-97.5300551,30.1668828
Market Street Pharmacy 502,3405 50th St,LUBBOCK,Lubbock,NA,NA,NA,100,NA,NA,100,-97.5380095,30.1640404
Market Street Pharmacy 517,4590 Kell Blvd,WICHITA,Wichita Falls,NA,300,NA,NA,NA,NA,300,-97.5387714,30.1490776
Market Street Pharmacy 543,4205 98th St,LUBBOCK,Lubbock,NA,NA,NA,100,NA,NA,100,-97.5397446,30.1444345
Market Street Pharmacy 553,4425 19th St,LUBBOCK,Lubbock,NA,900,NA,NA,NA,NA,900,-97.5445265,30.1441282
Market Street Pharmacy 560,5605 Colleyville Blvd,TARRANT,Colleyville,NA,NA,NA,100,NA,NA,100,-97.5541565,30.1439757
Market Street Pharmacy 561,6100 Eldorado Pkwy,COLLIN,McKinney,NA,NA,NA,100,NA,NA,100,-97.5558024,30.1430669
Market Street Pharmacy 563,985 W Bethany Dr,COLLIN,Allen,NA,NA,NA,100,NA,NA,100,-97.5569731,30.1415232
Market Street Pharmacy 566,1929 Preston Rd,COLLIN,Plano,NA,NA,NA,100,NA,NA,100,-97.5830887,30.1403634
Market Street Pharmacy 675,4950 E 42nd St,ECTOR,Odessa,NA,NA,NA,100,NA,NA,100,-97.5848682,30.1329993
Market Street Pharmacy 679,4450 Buffalo Gap Rd,TAYLOR,Abilene,NA,NA,NA,100,NA,NA,100,-97.5855494,30.1309102
Market Street Pharmacy 685,4268 Legacy Dr,COLLIN,Frisco,NA,NA,NA,100,NA,NA,100,-97.5882563,30.1288829
Marshall-Harrison County Health District (Re),805 Lindsey Dr,HARRISON,Marshall,NA,NA,NA,100,NA,500,600,-97.5886809,30.1275381
Martin County Hospital District,600 Interstate 20 East,MARTIN,Stanton,NA,NA,300,NA,NA,NA,300,-97.5944801,30.1259741
Martin Luther King Clinic,1911 N Martin Luther King Jr Blvd,MCLENNAN,Waco,NA,NA,NA,100,NA,NA,100,-97.5944801,30.1239936
Matagorda Regional Medical Center,104 7th Street,MATAGORDA,Bay City,NA,500,NA,NA,100,NA,600,-97.594946,30.1222624
Maverick County Hospital District,3406 Bob Rogers Dr Ste 290,MAVERICK,Eagle Pass,NA,300,NA,NA,NA,NA,300,-97.597614,30.1194424
Mcallen Oncology,5401 N G St,HIDALGO,McAllen,NA,NA,NA,100,NA,NA,100,-97.5992322,30.1188451
Mccamey Hospital,2500 S Highway 305,UPTON,McCamey,NA,100,NA,NA,NA,NA,100,-97.6024498,30.1182902
Mcgregor Community & Dental Clinic,500 Johnson Dr,MCLENNAN,McGregor,NA,NA,NA,NA,NA,100,100,-97.6116167,30.117947
Mckinney Isd,1 Duvall St,COLLIN,McKinney,NA,NA,NA,100,NA,NA,100,-97.614882,30.1165578
Md Family Clinic,9709 Bruton Rd,DALLAS,Dallas,NA,500,NA,NA,NA,NA,500,-97.6285581,30.1156135
Md Family Clinic - Dallas,2959 S Buckner Blvd Ste 700,DALLAS,Dallas,NA,NA,NA,100,NA,NA,100,-97.6324011,30.1144886
Md Family Clinic - Denton,1306 Teasley Ln,DENTON,Denton,NA,500,NA,NA,NA,NA,500,-97.6358551,30.1118749
Md Family Clinic - Fort Worth,1200 Woodhaven Blvd,TARRANT,Fort Worth,NA,NA,NA,300,NA,NA,300,-97.6364748,30.1100401
Md Family Clinic - Hampton,2815 S Hampton Rd,DALLAS,Dallas,NA,500,NA,NA,NA,NA,500,-97.6418605,30.1091747
Md Family Marsh - Dallas - 9991 Marsh Ln,9991 Marsh Ln,DALLAS,Dallas,NA,500,NA,300,NA,NA,800,-97.6473093,30.1082451
Md Kids Pediatrics - Cockrell Hill,4351 Dfw Turnpike Ste,DALLAS,Dallas,NA,200,NA,NA,NA,NA,200,-97.6495022,30.1077787
Md Kids Pediatrics - Dallas,655 W Illinois Ave Ste 916,DALLAS,Dallas,NA,200,NA,NA,NA,NA,200,-97.6495284,30.1066131
Md Kids Pediatrics - Garland,3050 S 1st St Ste 209,DALLAS,Garland,NA,200,NA,NA,NA,NA,200,-97.6496189,30.1064656
Md Kids Pediatrics - Lake Highlands,8330 Abrams,DALLAS,Dallas,NA,200,NA,NA,NA,NA,200,-97.6512507,30.1058915
Md Kids Pediatrics - Oakcliff,3434 W Illinois Ave # 306-3,DALLAS,Dallas,NA,200,NA,NA,NA,NA,200,-97.6514,30.1055605
Md Kids Pediatrics - W Plano,7800 Preston Rd Ste 300,COLLIN,Plano,NA,200,NA,NA,NA,NA,200,-97.6540673,30.1044013
Md Kids Pediatrics Carrolton,3044 Old Denton Rd Ste 138,DENTON,Carrollton,NA,200,NA,NA,NA,NA,200,-97.6540673,30.1036267
Md Kids Pediatrics Lomaland,1570 Lomaland Dr Ste A,EL PASO,El Paso,NA,200,NA,NA,NA,NA,200,-97.6540673,30.1033159
Md Kids Pediatrics Macarthur - Irving,1111 W Airport Fwy,DALLAS,Irving,NA,200,NA,NA,NA,NA,200,-97.6541223,30.1032957
Md Progressive Care,3500 Oak Lawn Ave,DALLAS,Dallas,NA,100,NA,NA,NA,NA,100,-97.6541594,30.101577
Med-Choice Pharmacy,2300 W Morton St Ste 121,GRAYSON,Denison,NA,NA,NA,100,NA,NA,100,-97.6544719,30.1014282
Medical Associates Of Athens,115 Medical Cir Ste 108,HENDERSON,Athens,NA,NA,NA,200,NA,NA,200,-97.6550695,30.1000215
Medical Center Alliance,3101 N Tarrant Pkwy,TARRANT,Fort Worth,NA,700,NA,NA,100,NA,800,-97.6552984,30.097994
Medical Center Hospital,400 W 4th,ECTOR,Odessa,NA,2500,NA,NA,NA,3900,6400,-97.6585227,30.0969989
Medical Center Of Arlington,3301 Matlock Rd,TARRANT,Arlington,NA,NA,500,NA,300,NA,800,-97.6592192,30.091948
Medical Center Of Dimmitt,300 W Halsell St,CASTRO,Dimmitt,NA,100,NA,NA,100,400,600,-97.6639668,30.0908384
Medical Center Of Lewisville,500 W Main St,DENTON,Lewisville,NA,600,NA,100,NA,NA,700,-97.6639668,30.0905236
Medical Center Of Mckinney,4500 Medical Center Dr,COLLIN,McKinney,NA,NA,500,NA,NA,NA,500,-97.664045,30.0904233
Medical City Arlington,NA,TARRANT,Arlington,975,NA,NA,NA,NA,NA,975,-97.6656348,30.0880501
Medical City Dallas Hospital,7777 Forest Lane,DALLAS,Dallas,NA,NA,100,NA,NA,NA,100,-97.666256,30.0874048
Medical City Dallas Hospital,NA,DALLAS,Dallas,1950,NA,NA,NA,NA,NA,1950,-97.6671345,30.0873681
Medical City Denton,3535 South I35 East,DENTON,Denton,NA,1300,200,NA,NA,NA,1500,-97.6691811,30.086975
Medical City Fort Worth,900 8th Ave,TARRANT,Fort Worth,NA,900,NA,NA,NA,NA,900,-97.6696051,30.0867479
Medical City Frisco,5500 Frisco Square Blvd,COLLIN,Frisco,NA,400,1200,NA,100,NA,1700,-97.6698912,30.085699
Medical City Green Oaks Hospital,7808 Clodus Fields Dr,DALLAS,Dallas,NA,100,200,NA,NA,NA,300,-97.6701251,30.083361
Medical City Heart and Spine Hospitals,11970 N Central Expy,DALLAS,Dallas,NA,300,NA,NA,NA,NA,300,-97.6705186,30.0831251
Medical City Las Colinas,6800 N Macarthur Blvd,DALLAS,Irving,NA,700,100,NA,NA,NA,800,-97.6711333,30.083103
Medical City McKinney,NA,COLLIN,McKinney,975,NA,NA,NA,NA,NA,975,-97.6727182,30.0781156
Medical City Plano,NA,COLLIN,Plano,2925,NA,NA,NA,NA,NA,2925,-97.6748515,30.0770826
Medical City Weatherford,713 E Anderson St,PARKER,Weatherford,NA,700,NA,NA,NA,NA,700,-97.6752316,30.0762714
Medical Clinic Of Houston - Houston - 1701 Sunset Boulevard,1701 Sunset Blvd,HARRIS,Houston,NA,1000,NA,NA,NA,NA,1000,-97.6752316,30.075707
Medical Clinic Of Muleshoe,708 S 1st St,BAILEY,Muleshoe,NA,100,NA,NA,NA,975,1075,-97.6756253,30.0752817
Medical Clinics Of Sealy,1036 N Circle Dr,AUSTIN,Sealy,NA,NA,NA,100,NA,NA,100,-97.6759645,30.0739335
Medina Clinic - Mission,1924 E Griffin Pkwy,HIDALGO,Mission,NA,100,NA,NA,NA,NA,100,-97.6768549,30.0716737
Medina Lake Clinic,146 Laurel Vista Dr,BANDERA,Pipe Creek,NA,100,NA,NA,NA,NA,100,-97.6774061,30.0707723
Medina Regional Hospital,3100 Avenue E,MEDINA,Hondo,NA,NA,300,NA,100,NA,400,-97.6788053,30.0702139
Mehop Family And Behavioral Health,1700 Golden Ave,MATAGORDA,Bay City,NA,NA,NA,NA,NA,100,100,-97.68062,30.0698245
Mehop Wharton,10141 Us 59 Hwy Ste A,WHARTON,Wharton,NA,NA,NA,NA,NA,100,100,-97.6810101,30.0694478
Memorial Hermann Cypress Hospital,27800 Highway 290,HARRIS,Cypress,NA,NA,800,NA,NA,NA,800,-97.6815189,30.0694304
Memorial Hermann Cypress Hospital,NA,HARRIS,Cypress,975,NA,NA,NA,NA,NA,975,-97.6816037,30.0691749
Memorial Hermann Greater Heights,1635 North Loop W,HARRIS,Houston,NA,NA,1375,NA,NA,NA,1375,-97.6831302,30.0691196
Memorial Hermann Greater Heights,NA,HARRIS,Houston,1950,NA,NA,NA,NA,NA,1950,-97.683427,30.0690719
Memorial Hermann Katy Hospital,23900 Katy Fwy,HARRIS,Katy,NA,NA,975,NA,NA,NA,975,-97.6836384,30.0687865
Memorial Hermann Katy Hospital,NA,HARRIS,Katy,975,NA,NA,NA,NA,NA,975,-97.6846195,30.0687672
Memorial Hermann Medical Group Cypress,13114 Fm 1960 Rd W,HARRIS,Houston,NA,200,NA,NA,NA,NA,200,-97.6850782,30.068494
Memorial Hermann Medical Group Greater Heights Family Med,"Medical Plaza 3, 1801 N. Loop W.",HARRIS,Houston,NA,1100,NA,NA,NA,NA,1100,-97.6868617,30.067382
Memorial Hermann Medical Group Rosenberg,2520 BF Terry Blvd,FORT BEND,Rosenberg,NA,NA,NA,100,NA,NA,100,-97.6873693,30.0667111
Memorial Hermann Medical Group Southwest Suite 350,7789 Southwest Fwy Ste 350,HARRIS,Houston,NA,200,NA,NA,NA,NA,200,-97.6879643,30.0580929
Memorial Hermann Medical Group Sterling Ridge,10333 Kuykendahl Rd Ste D,MONTGOMERY,Spring,NA,500,NA,NA,NA,NA,500,-97.6879643,30.0561423
Memorial Hermann Medical Group Summer Creek Convenient,C 14201 E Sam Houston Pkwy N,HARRIS,Houston,NA,1500,NA,NA,NA,NA,1500,-97.6883377,30.0545024
Memorial Hermann Medical Group West University,3525 West Holcombe Blvd,HARRIS,Houston,NA,2100,NA,NA,NA,NA,2100,-97.688558,30.0538069
Memorial Hermann Memorial City Medical Center,921 Gessner Rd,HARRIS,Houston,NA,NA,3050,NA,300,3900,7250,-97.6889874,30.0512233
Memorial Hermann Memorial City Medical Center,NA,HARRIS,Houston,2925,NA,NA,NA,NA,NA,2925,-97.6897519,30.0510409
Memorial Hermann Northeast,18951 N Memorial Dr,HARRIS,Humble,NA,2500,600,NA,NA,NA,3100,-97.6904238,30.0500672
Memorial Hermann Pearland Hospital,16100 South Fwy,BRAZORIA,Pearland,NA,1600,NA,NA,NA,NA,1600,-97.6906909,30.0500672
Memorial Hermann Pharmacy - Sugar Land,17510 W GRAND PKWY S,FORT BEND,Sugar Land,NA,NA,NA,100,NA,NA,100,-97.6925866,30.0488624
Memorial Hermann Pharmacy Services,21501 Park Row Drive,HARRIS,Katy,NA,1000,NA,NA,NA,NA,1000,-97.6933924,30.0482778
Memorial Hermann SE Hospital,11800 Astoria Blvd,HARRIS,Houston,NA,NA,2150,NA,300,NA,2450,-97.6939013,30.0477861
Memorial Hermann SE Hospital,NA,HARRIS,Houston,1950,NA,NA,NA,NA,NA,1950,-97.6942319,30.0466602
Memorial Hermann Southwest Hospital,7600 Beechnut St,HARRIS,Houston,NA,3000,2000,NA,NA,NA,5000,-97.6956317,30.0464006
Memorial Hermann Sugar Land,17500 W Grand Pkwy S,FORT BEND,Sugar Land,NA,2500,100,NA,NA,NA,2600,-97.6962526,30.0456949
Memorial Hermann Sugar Land Surgical Hospital,16906 Southwest Fwy,FORT BEND,Sugar Land,NA,NA,600,NA,NA,NA,600,-97.6973153,30.043832
Memorial Hermann Surgery Center Katy LLP,23920 Katy Freeway,HARRIS,Katy,NA,NA,NA,100,NA,NA,100,-97.6978455,30.0430688
Memorial Hermann Surgery Center Southwest,7789 Southwest Frwy Suite 200,HARRIS,Houston,NA,100,NA,NA,NA,NA,100,-97.6980615,30.0412714
Memorial Hermann Surgical Hospital Kingwood,300 Kingwood Medical Dr,HARRIS,Kingwood,NA,100,100,NA,NA,NA,200,-97.6989482,30.0400749
Memorial Hermann Texas Medical Center,6411 Fannin St,HARRIS,Houston,5850,975,5100,NA,NA,NA,11925,-97.6992875,30.0328229
Memorial Hermann The Woodlands Hospital,9250 Pinecroft Drive,MONTGOMERY,Spring,NA,NA,2950,NA,NA,NA,2950,-97.6993963,30.0317293
Memorial Hermann The Woodlands Hospital,NA,MONTGOMERY,Spring,1950,NA,NA,NA,NA,NA,1950,-97.7025957,30.0291743
Memorial Hospital - Gonzales,Po Box 587,GONZALES,Gonzales,NA,NA,300,NA,100,NA,400,-97.7028335,30.0279219
Memorial Medical Center,815 N Virginia St,CALHOUN,Port Lavaca,NA,300,NA,NA,NA,NA,300,-97.703025,30.0248375
Memorial Medical Center-San Augustine,511 EAST HOSPITAL STREET,SAN AUGUSTINE,San Augustine,NA,NA,NA,100,NA,NA,100,-97.7062822,30.0222042
Memorial Medical Clinic - Port Lavaca,1016 N. Virgnia,CALHOUN,Port Lavaca,NA,NA,NA,100,NA,NA,100,-97.7062822,30.0215106
Mercy Care Pharmacy,801 Road To Six Flags W Ste 122,TARRANT,Arlington,NA,NA,NA,100,NA,NA,100,-97.7071966,30.0205658
Mercy Wellness Clinic,18568 Forty Six Pkwy Ste 1001,COMAL,Spring Branch,NA,NA,NA,200,NA,NA,200,-97.7073463,30.0204601
Mesa Springs Hospital,5560 Mesa Springs Drive,TARRANT,Fort Worth,NA,NA,NA,NA,100,NA,100,-97.7073463,30.0186557
"MetHealth,PA",4045 E Belknap St Ste 12,TARRANT,Haltom City,NA,NA,NA,100,NA,NA,100,-97.7098367,30.0158656
Methodist Dallas Medical Center,1441 N Beckley Ave,DALLAS,Dallas,5850,1950,NA,NA,NA,NA,7800,-97.7115457,30.0146961
Methodist Hospital & Methodist Children's Hospital,7700 Floyd Curl Drive,BEXAR,San Antonio,1950,975,4775,NA,NA,NA,7700,-97.7120124,30.0146961
Methodist Hospital South,1905 Hwy 97 E,ATASCOSA,Jourdanton,NA,NA,NA,NA,300,NA,300,-97.7135951,30.0084463
Methodist McKinney Hospital,8000 W. Eldorado Pkwy,COLLIN,McKinney,NA,NA,NA,200,100,NA,300,-97.7139154,30.0084463
Methodist Metropolitan Hospital,1310 McCullough Ave,BEXAR,San Antonio,NA,NA,1100,NA,300,NA,1400,-97.7140136,30.0071277
Methodist Metropolitan Hospital,NA,BEXAR,San Antonio,975,NA,NA,NA,NA,NA,975,-97.7143455,30.004953
Methodist Specialty And Transplant Hospital,8026 Floyd Curl Dr,BEXAR,San Antonio,NA,900,700,NA,NA,NA,1600,-97.7158926,30.0038936
Methodist Stone Oak Hospital,1139 E. Sonterra Blvd.,BEXAR,San Antonio,NA,600,1400,NA,300,NA,2300,-97.7196273,30.0035509
Methodist Texsan Hospital,6700 W Interstate 10,BEXAR,San Antonio,NA,NA,900,NA,NA,NA,900,-97.7211757,30.0034484
Metroplex Health System,2201 S. Clear Creek Dr,BELL,Killeen,NA,1400,NA,NA,NA,NA,1400,-97.7221515,30.0034225
Metropolitan Area EMS Authority,2900 Alta Mere Drive,TARRANT,Fort Worth,NA,NA,NA,NA,100,NA,100,-97.7223212,30.0029775
Meyerland Kelsey-Seybold Clinic,560 Meyerland Plaza Mall,HARRIS,Houston,NA,900,NA,NA,NA,NA,900,-97.7225758,30.0018426
Mh Urgent Care Bender's Landing,4057 Riley Fuzzel Rd Ste 1100b,MONTGOMERY,Spring,NA,NA,NA,100,NA,NA,100,-97.7231288,30.0013837
Mh Urgent Care Town & Country,12740 Memorial Dr Ste 100,HARRIS,Houston,NA,1000,NA,NA,NA,NA,1000,-97.7232111,30.000921
Mhmg Greater Heights Ccc,1431 Studemont St Ste C2:400,HARRIS,Houston,NA,500,NA,NA,NA,NA,500,-97.7234804,30.0003159
Mhmg Katy,23960 Katy Fwy,HARRIS,Katy,NA,NA,NA,100,NA,NA,100,-97.723504,29.999212
Mhmg Katy Occupational Medicine,23920 Katy Fwy Ste 540,HARRIS,Katy,NA,NA,NA,100,NA,NA,100,-97.7256611,29.9988313
Mi Doctor - Lewisville,701 S Stemmons Fwy Ste 260,DENTON,Lewisville,NA,NA,NA,100,NA,NA,100,-97.7264791,29.99871
Mi Doctor #13 Grand Prairie,410 E Pioneer Pkwy Ste 300,DALLAS,Grand Prairie,NA,NA,NA,100,NA,NA,100,-97.7274974,29.9982527
Mi Doctor #7,4200 South Fwy Ste 106,TARRANT,Fort Worth,NA,500,NA,NA,NA,NA,500,-97.7278601,29.9980163
Mid Jefferson Extended Care-Beaumont,860 S. 8th St,JEFFERSON,Beaumont,NA,NA,NA,NA,200,NA,200,-97.7282823,29.9956466
Mid Jefferson Extended Care-Nederland,2600 Highway 365,JEFFERSON,Nederland,NA,NA,NA,NA,200,NA,200,-97.7284415,29.9954598
"MidCities Pharmacy, Inc.",2000 Precinct Line Rd,TARRANT,Hurst,NA,200,NA,NA,NA,NA,200,-97.7292681,29.9950128
Midland Community Healthcare Services - Midland 2,4214 Andrews Hwy,MIDLAND,Midland,NA,NA,NA,NA,NA,100,100,-97.7297886,29.9940696
Midland Health & Senior Services,3303 W Illinois Ave Ste 22,MIDLAND,Midland,NA,NA,200,NA,NA,NA,200,-97.7301281,29.993622
Midland Memorial Hospital,400 Rosalind Redfern Grover Pkwy,MIDLAND,Midland,NA,NA,NA,NA,NA,4875,4875,-97.730742,29.9924261
Midland Memorial Hospital,400 Rosalind Redfern Grover Pkwy,MIDLAND,Midland,NA,NA,100,NA,NA,NA,100,-97.7308494,29.9891215
Midland Memorial Hospital,400 Rosalind Redfern Grover Pkwy,MIDLAND,Midland,NA,NA,100,NA,NA,NA,100,-97.7314434,29.9889587
Midland Memorial Hospital,NA,MIDLAND,Midland,1950,NA,NA,NA,NA,NA,1950,-97.7325043,29.9869921
Milam Co Health Depart Rockdale,313 N Main Street,MILAM,Rockdale,NA,100,NA,200,NA,NA,300,-97.732971,29.9832988
Mills County Medical Clinic - Mills county,1510 Hanna Valley Rd,MILLS,Goldthwaite,NA,100,NA,NA,NA,NA,100,-97.7331989,29.9801748
Mission Regional Medical Center,900 S Bryan Rd,HIDALGO,Mission,NA,NA,300,NA,200,NA,500,-97.7335293,29.9797658
Mission Regional Medical Center,NA,HIDALGO,Mission,1950,NA,NA,NA,NA,NA,1950,-97.7338621,29.9772404
Mission Trail Baptist Hospital,3333 Research Plz,BEXAR,San Antonio,NA,NA,NA,300,NA,NA,300,-97.7338621,29.9717848
Mitchell County Hospital,997 W I20,MITCHELL,Colorado City,NA,300,NA,NA,NA,NA,300,-97.734006,29.9716645
Monahans Pharmacy Inc.,801 E 4th St,WARD,Monahans,NA,100,NA,100,NA,NA,200,-97.7340371,29.9678625
Montgomery County Mental Health Treatment Facility,700 Hilbig,MONTGOMERY,Conroe,NA,NA,300,NA,NA,NA,300,-97.7346683,29.9668822
Montgomery County Phd,1300 S Loop 336 W,MONTGOMERY,Conroe,NA,NA,100,NA,NA,NA,100,-97.7350502,29.9634129
Moore County Family Health Clinic,110 S Bliss Ave,MOORE,Dumas,NA,200,NA,NA,NA,NA,200,-97.7351454,29.9633494
Moore County Hospital District,224 E 2nd St,MOORE,Dumas,NA,NA,300,NA,NA,NA,300,-97.7355015,29.9574758
Moore County Internal Medicine,1405 E 1st St Ste 101,MOORE,Dumas,NA,NA,NA,100,NA,NA,100,-97.7358989,29.9548181
Mt West Family Health Center,6151 Dew Dr,EL PASO,El Paso,NA,500,NA,NA,NA,NA,500,-97.7372068,29.9531252
Murtaza Mussaji D.O.P.A,11021 Shadow Creek Pkwy,BRAZORIA,Pearland,NA,300,NA,NA,NA,NA,300,-97.7376812,29.9514861
"Murtaza Mussaji, D.O., P.A.",4910 Telephone Rd,HARRIS,Houston,NA,500,NA,NA,NA,NA,500,-97.7383602,29.947959
My Md Select,3618 N University Dr,NACOGDOCHES,Nacogdoches,NA,NA,NA,100,NA,NA,100,-97.738412,29.9468273
My Urgent Clinic LLC dba My Urgent Care Clinic,910 River Road,KENDALL,Boerne,NA,1000,NA,NA,NA,NA,1000,-97.7385936,29.9395218
Myrna C De Asis Md,1819 10th St,WICHITA,Wichita Falls,NA,NA,NA,100,NA,NA,100,-97.7395,29.9385975
Nacogdoches Med Cntr Hsptl Phrmcy,4920 Ne Stallings Dr,NACOGDOCHE,Nacogdoches,NA,700,NA,NA,NA,NA,700,-97.7400111,29.935447
Nacogdoches Med Cntr Hsptl Phrmcy,4920 Ne Stallings Dr,NACOGDOCHES,Nacogdoches,NA,NA,NA,NA,NA,1200,1200,-97.7403971,29.935447
Nacogdoches Memorial Hosp Care 1st,1106 South St,NACOGDOCHES,Nacogdoches,NA,NA,NA,NA,200,NA,200,-97.7410111,29.9353227
Nacogdoches Memorial Hospital,1204 N Mound St,NACOGDOCHE,Nacogdoches,NA,1000,NA,NA,NA,NA,1000,-97.7410337,29.9345228
Nacogdoches Memorial Hospital,1204 N Mound St,NACOGDOCHES,Nacogdoches,NA,NA,NA,NA,200,NA,200,-97.7429186,29.9269071
Navarro Regional Hospital,3201 W State Highway 22,NAVARRO,Corsicana,NA,600,NA,NA,100,NA,700,-97.7430132,29.9261371
Neighborcare Clinic,2261 Singleton Blvd Ste 101,DALLAS,Dallas,NA,100,NA,NA,NA,NA,100,-97.743198,29.9257621
New Braunfels Rural Health Clinic,705 Landa St Ste C,COMAL,New Braunfels,NA,NA,NA,200,NA,NA,200,-97.7433678,29.924068
Next Level Urgent Care,301 Jackson St,FORT BEND,Richmond,NA,NA,NA,100,NA,NA,100,-97.7437953,29.9235677
Next Level Urgent Care Attucks,4330 Belfort Street,HARRIS,Houston,NA,NA,NA,300,NA,NA,300,-97.7438081,29.9192808
Next Level Urgent Care Baytown,7710 Garth Road Ste A,HARRIS,Baytown,NA,200,NA,NA,NA,NA,200,-97.7440893,29.9192001
Next Level Urgent Care Brazoria,20799 County Road 171,BRAZORIA,Angleton,NA,NA,NA,200,NA,NA,200,-97.7448532,29.9150754
Next Level Urgent Care Champions,15882 Champion Forest Dr.,HARRIS,Spring,NA,1000,NA,NA,NA,NA,1000,-97.74532,29.9148804
Next Level Urgent Care Cinco Ranch,10705 Spring Green Blvd. Suite 600,FORT BEND,Katy,NA,200,NA,NA,NA,NA,200,-97.7462537,29.9124005
Next Level Urgent Care Cypress,8350 N Fry Road Ste 400,HARRIS,Cypress,NA,200,NA,NA,NA,NA,200,-97.7463934,29.9111124
Next Level Urgent Care Falcon Landing,9722 Gaston Road Suite 190,FORT BEND,Katy,NA,NA,NA,300,NA,NA,300,-97.746679,29.908514
Next Level Urgent Care Hattie Mae,4400 West 18th Street,HARRIS,Houston,NA,NA,NA,300,NA,NA,300,-97.7482926,29.9067801
Next Level Urgent Care Katy,1420 Katy Fort Bend Road Suite 105,FORT BEND,Katy,NA,200,NA,NA,NA,NA,200,-97.7497339,29.904638
Next Level Urgent Care Longmeadow,7101 Grand Parkway #180,FORT BEND,Richmond,NA,NA,NA,300,NA,NA,300,-97.750413,29.9034083
Next Level Urgent Care Meyerland,4936 Beechnut Street,HARRIS,Houston,NA,NA,NA,300,NA,NA,300,-97.7518773,29.9032081
Next Level Urgent Care Montgomery County,521 N Thompson,MONTGOMERY,Conroe,NA,NA,NA,300,NA,NA,300,-97.7534796,29.9024221
Next Level Urgent Care Pearland,8325 Broadway Suite 220,HARRIS,Pearland,NA,NA,NA,300,NA,NA,300,-97.7543604,29.9018872
Next Level Urgent Care Sienna,8720 Highway 6 Suite 400,FORT BEND,Missouri City,NA,200,NA,NA,NA,NA,200,-97.7547555,29.9013877
Next Level Urgent Care Sweetwater,"16902 Southwest Freeway, Suite 108",FORT BEND,Sugar Land,NA,1000,NA,NA,NA,NA,1000,-97.7548273,29.8972778
Next Level Urgent Care Tanglewood,5749 San Felipe Street,HARRIS,Houston,NA,NA,NA,300,NA,NA,300,-97.754872,29.8939274
Next Level Urgent Care Woodlands,25750 Kuykendahl Rd Suite A,HARRIS,Tomball,NA,1000,NA,NA,NA,NA,1000,-97.7580532,29.8921007
Nocona General Hospital,100 Park Rd,MONTAGUE,Nocona,NA,NA,100,100,NA,975,1175,-97.7587748,29.8871758
Norma Igelsias Md And Associates,1205 N Raul Longoria Rd Ste H,HIDALGO,San Juan,NA,500,NA,NA,NA,NA,500,-97.7592818,29.8838122
norma iglesias m.d. and assoc,712 SOUTH CAGE BLVD,HIDALGO,Pharr,NA,500,NA,100,NA,NA,600,-97.7598622,29.8833825
Norma Iglesias Md And Associates,1205 N Raul Longoria Rd Ste H,HIDALGO,San Juan,NA,NA,NA,200,NA,NA,200,-97.7606001,29.8813609
North Austin Medical Center,12221 Mopac Exp North,TRAVIS,Austin,NA,NA,900,1675,NA,NA,2575,-97.7620521,29.8805501
North Austin Medical Center,NA,TRAVIS,Austin,975,NA,NA,NA,NA,NA,975,-97.7636353,29.8758536
North Blanco County Ems,105 Bill Watson Dr,BLANCO,Johnson City,NA,NA,NA,300,NA,NA,300,-97.7642509,29.8717706
North Central Baptist Hospital,NA,BEXAR,San Antonio,975,NA,NA,NA,NA,NA,975,-97.767747,29.8680596
North Central Texas Comunity Healthcare Center,200 MLK JR BLVD,WICHITA,Wichita Falls,NA,100,NA,100,NA,NA,200,-97.7684288,29.8650468
North Hills Family Practice Keller,300 N Rufe Snow Dr,TARRANT,Keller,NA,NA,NA,200,NA,NA,200,-97.768718,29.8646411
North Hills Family Practice N Richland Hills,4351 Booth Calloway Rd Ste 101,TARRANT,North Richland Hi,NA,500,NA,NA,NA,NA,500,-97.7695575,29.864274
North Hills Hospital,4401 Booth Calloway Rd,TARRANT,North Richland Hil,NA,NA,1200,NA,NA,NA,1200,-97.7702504,29.861462
North Hills Hospital,4401 Booth Calloway Rd,TARRANT,North Richland Hil,NA,NA,1200,NA,NA,NA,1200,-97.7738244,29.8599322
North Runnels Hospital District,7821 Hwy 153,RUNNELS,Winters,NA,NA,200,NA,100,NA,300,-97.773888,29.8597617
North Texas Endocrine Center,9301 N.Central Expressway,DALLAS,Dallas,NA,NA,100,NA,NA,NA,100,-97.77446,29.8532659
North Texas Infectious Diseases Consultants - Nc Expy,NA,DALLAS,Dallas,975,NA,NA,NA,NA,NA,975,-97.7745674,29.8527308
North Texas Medical Center,1900 Hospital Blvd,COOKE,Gainesville,NA,NA,NA,300,100,NA,400,-97.774907,29.8479504
North Texas Preferred Health Partners - Dallas,3417 Gaston Avenue,DALLAS,Dallas,NA,100,NA,NA,NA,NA,100,-97.7760109,29.847253
North Texas State Hospital,6515 Kemp Blvd,WICHITA,Wichita Falls,NA,NA,1875,NA,NA,NA,1875,-97.7792379,29.8458299
North Texas State Hospital,NA,WICHITA,Wichita Falls,975,NA,NA,NA,NA,NA,975,-97.7803843,29.8402654
North Texas State Hospital Vernon,4730 COLLEGE DRIVE,WILBARGER,Vernon,NA,400,1300,NA,NA,NA,1700,-97.7848004,29.8398354
